,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P41151,Delhi,Duplex,2069,4,1,19,15,3,Semi Furnished,"['Garden', 'Wi-Fi', 'Swimming Pool', 'Power Backup', 'Elevator', 'Parking']",1.82,2,16447808.24
P41152,Ahmedabad,Independent House,1238,1,2,9,10,14,Fully Furnished,"['Security', 'Gym', 'Swimming Pool', 'Club House', 'Power Backup', 'Elevator']",2.17,8,35825359.09
P41153,Kolkata,Villa,3326,4,1,19,13,3,Semi Furnished,"['Club House', 'Wi-Fi', 'Power Backup']",6.49,4,6236036.2
P41154,Mumbai,Villa,1794,2,4,3,30,12,Semi Furnished,"['Power Backup', 'Parking', 'Elevator', 'Wi-Fi', 'Swimming Pool']",5.41,7,43549882.2
P41155,Hyderabad,Duplex,1459,3,3,6,20,20,Unfurnished,"['Gym', 'Security', 'Wi-Fi']",8.74,3,33887907.82
P41156,Bangalore,Independent House,1862,1,4,11,21,15,Fully Furnished,"['Wi-Fi', 'Club House', 'Gym', 'Elevator']",4.05,7,19304584.61
P41157,Chandigarh,Studio,3375,1,2,15,28,5,Unfurnished,"['Club House', 'Elevator', 'Parking']",5.1,10,45571965.24
P41158,Delhi,Studio,4881,5,3,1,26,20,Unfurnished,"['Gym', 'Elevator', 'Swimming Pool', 'Garden']",4.17,5,31995913.78
P41159,Bangalore,Duplex,3741,4,3,17,30,5,Semi Furnished,"['Gym', 'Power Backup', 'Security']",6.15,3,17374574.57
P41160,Hyderabad,Duplex,2026,5,4,19,10,0,Fully Furnished,"['Security', 'Wi-Fi', 'Elevator', 'Swimming Pool', 'Garden']",4.9,3,41791177.01
P41161,Bangalore,Independent House,1863,4,2,3,30,7,Fully Furnished,"['Swimming Pool', 'Wi-Fi', 'Gym']",2.68,3,38052719.69
P41162,Delhi,Independent House,3924,3,1,3,24,10,Semi Furnished,"['Gym', 'Parking', 'Garden', 'Power Backup', 'Swimming Pool']",5.76,1,30932641.93
P41163,Bangalore,Duplex,958,5,3,8,11,0,Semi Furnished,"['Parking', 'Power Backup', 'Garden', 'Swimming Pool', 'Gym', 'Club House']",3.74,4,45121616.72
P41164,Ahmedabad,Independent House,988,4,3,17,28,2,Semi Furnished,"['Gym', 'Garden', 'Parking', 'Wi-Fi']",3.68,2,30623851.38
P41165,Jaipur,Duplex,2338,3,2,14,29,1,Unfurnished,"['Elevator', 'Power Backup', 'Garden', 'Security', 'Parking']",3.14,5,24189888.65
P41166,Ahmedabad,Penthouse,2950,1,4,12,12,14,Semi Furnished,"['Power Backup', 'Elevator', 'Wi-Fi', 'Swimming Pool', 'Parking', 'Club House']",8.77,4,37987146.91
P41167,Bangalore,Penthouse,2679,3,2,8,9,12,Unfurnished,"['Elevator', 'Security', 'Club House']",2.82,6,42890367.19
P41168,Ahmedabad,Duplex,1777,3,1,13,25,7,Semi Furnished,"['Wi-Fi', 'Parking', 'Swimming Pool']",5.08,8,38635022.83
P41169,Bangalore,Studio,3399,3,3,14,9,7,Semi Furnished,"['Parking', 'Garden', 'Security']",4.91,5,5079256.84
P41170,Kolkata,Duplex,1619,1,4,8,30,8,Unfurnished,"['Security', 'Power Backup', 'Elevator', 'Parking', 'Wi-Fi']",4.75,7,37109127.28
P41171,Ahmedabad,Villa,2149,1,2,16,26,16,Semi Furnished,"['Security', 'Parking', 'Swimming Pool', 'Gym']",4.94,6,36108152.79
P41172,Ahmedabad,Apartment,3251,4,3,3,23,14,Unfurnished,"['Power Backup', 'Garden', 'Wi-Fi', 'Security', 'Parking', 'Gym']",7.37,5,36711912.38
P41173,Jaipur,Apartment,1310,3,2,3,8,3,Fully Furnished,"['Parking', 'Garden', 'Gym', 'Wi-Fi', 'Power Backup', 'Security']",6.6,1,8442277.53
P41174,Hyderabad,Studio,1076,3,4,17,21,18,Semi Furnished,"['Elevator', 'Security', 'Parking']",2.35,9,34035249.55
P41175,Kolkata,Penthouse,3261,3,3,10,29,4,Semi Furnished,"['Elevator', 'Wi-Fi', 'Gym', 'Swimming Pool', 'Parking', 'Power Backup']",8.4,3,11966584.07
P41176,Ahmedabad,Penthouse,1528,4,2,19,16,8,Unfurnished,"['Club House', 'Gym', 'Wi-Fi', 'Elevator', 'Garden']",6.26,8,19497131.77
P41177,Delhi,Apartment,3377,1,4,20,15,8,Semi Furnished,"['Power Backup', 'Parking', 'Security', 'Swimming Pool']",1.03,9,32468943.72
P41178,Ahmedabad,Villa,639,3,1,2,17,14,Semi Furnished,"['Gym', 'Swimming Pool', 'Garden', 'Power Backup']",4.84,4,3347899.83
P41179,Pune,Duplex,4822,1,3,14,25,12,Unfurnished,"['Security', 'Gym', 'Wi-Fi', 'Power Backup', 'Elevator', 'Swimming Pool']",2.96,3,48174294.88
P41180,Jaipur,Villa,2206,5,4,15,25,11,Semi Furnished,"['Wi-Fi', 'Power Backup', 'Garden', 'Club House', 'Gym', 'Elevator']",9.55,7,633220.35
P41181,Jaipur,Independent House,3125,4,3,5,15,3,Semi Furnished,"['Club House', 'Power Backup', 'Gym', 'Swimming Pool']",7.92,6,14712186.45
P41182,Kolkata,Independent House,989,3,2,6,11,16,Unfurnished,"['Club House', 'Garden', 'Power Backup']",6.48,10,43485521.53
P41183,Chandigarh,Villa,3741,1,1,10,13,11,Unfurnished,"['Club House', 'Wi-Fi', 'Gym', 'Swimming Pool', 'Security', 'Parking']",2.78,6,35844879.82
P41184,Kolkata,Villa,2959,2,1,11,30,11,Semi Furnished,"['Swimming Pool', 'Power Backup', 'Elevator', 'Garden', 'Security', 'Club House']",8.11,4,12750024.15
P41185,Ahmedabad,Independent House,2612,1,2,11,18,4,Semi Furnished,"['Gym', 'Security', 'Swimming Pool', 'Garden', 'Power Backup']",0.79,10,45385382.89
P41186,Bangalore,Apartment,4214,3,1,18,22,20,Semi Furnished,"['Wi-Fi', 'Power Backup', 'Elevator', 'Gym', 'Club House', 'Swimming Pool']",9.31,5,39801115.54
P41187,Ahmedabad,Villa,1019,1,3,18,20,10,Unfurnished,"['Security', 'Garden', 'Swimming Pool', 'Wi-Fi', 'Club House']",7.17,2,36987575.71
P41188,Ahmedabad,Independent House,2646,1,1,4,27,17,Semi Furnished,"['Club House', 'Swimming Pool', 'Garden', 'Parking', 'Security', 'Gym']",2.94,5,8377230.71
P41189,Ahmedabad,Studio,3449,1,2,15,6,4,Unfurnished,"['Power Backup', 'Security', 'Garden', 'Swimming Pool']",6.42,5,17960785.55
P41190,Chennai,Apartment,2526,1,1,19,6,20,Fully Furnished,"['Power Backup', 'Security', 'Parking', 'Elevator', 'Gym', 'Garden']",7.14,4,48923018.17
P41191,Jaipur,Apartment,4979,5,3,19,10,18,Semi Furnished,"['Security', 'Elevator', 'Garden', 'Power Backup', 'Gym', 'Club House']",0.96,10,36328098.2
P41192,Kolkata,Independent House,3192,5,3,17,8,5,Fully Furnished,"['Elevator', 'Wi-Fi', 'Gym', 'Security', 'Garden', 'Power Backup']",9.64,1,22539373.96
P41193,Mumbai,Duplex,4579,5,3,14,22,18,Unfurnished,"['Club House', 'Security', 'Swimming Pool']",4.44,6,1367435.3
P41194,Chennai,Penthouse,1990,5,4,4,12,0,Fully Furnished,"['Swimming Pool', 'Parking', 'Wi-Fi', 'Power Backup']",8.03,8,20998265.04
P41195,Chennai,Duplex,3122,4,2,15,6,13,Fully Furnished,"['Parking', 'Gym', 'Power Backup', 'Club House', 'Elevator', 'Wi-Fi']",4.44,1,20432985.27
P41196,Jaipur,Villa,3018,4,1,9,14,12,Semi Furnished,"['Elevator', 'Club House', 'Gym', 'Garden', 'Swimming Pool', 'Power Backup']",5.91,4,12640036.95
P41197,Kolkata,Apartment,2580,1,4,1,25,9,Fully Furnished,"['Gym', 'Wi-Fi', 'Elevator', 'Club House', 'Swimming Pool', 'Parking']",8.05,4,17402723.9
P41198,Jaipur,Studio,3114,4,3,17,13,20,Unfurnished,"['Power Backup', 'Swimming Pool', 'Elevator', 'Wi-Fi']",2.21,5,26596163.15
P41199,Bangalore,Independent House,1701,1,4,16,14,16,Unfurnished,"['Wi-Fi', 'Club House', 'Gym']",3.67,9,25073696.11
P41200,Chandigarh,Villa,3106,4,3,4,19,0,Semi Furnished,"['Security', 'Elevator', 'Wi-Fi', 'Gym', 'Garden', 'Swimming Pool']",8.87,9,22766289.8
P41201,Pune,Studio,1853,3,4,12,22,12,Semi Furnished,"['Gym', 'Security', 'Wi-Fi', 'Club House', 'Parking', 'Power Backup']",4.69,5,43882397.84
P41202,Hyderabad,Villa,1363,4,1,7,22,16,Fully Furnished,"['Security', 'Power Backup', 'Gym', 'Garden', 'Wi-Fi', 'Elevator']",4.8,1,46126270.16
P41203,Chennai,Villa,4503,1,3,7,18,18,Unfurnished,"['Power Backup', 'Parking', 'Wi-Fi']",5.36,10,39205876.3
P41204,Jaipur,Villa,1465,3,3,20,20,7,Fully Furnished,"['Security', 'Gym', 'Club House']",7.09,7,1637023.33
P41205,Delhi,Studio,4898,1,4,5,11,3,Fully Furnished,"['Wi-Fi', 'Parking', 'Gym', 'Power Backup']",5.78,1,14593984.94
P41206,Ahmedabad,Villa,3360,2,1,11,5,6,Unfurnished,"['Gym', 'Garden', 'Security', 'Elevator']",2.38,7,47578491.26
P41207,Mumbai,Independent House,3661,4,2,17,17,17,Fully Furnished,"['Power Backup', 'Parking', 'Wi-Fi', 'Gym']",5.47,9,26772012.75
P41208,Delhi,Duplex,3002,1,2,5,5,13,Semi Furnished,"['Club House', 'Wi-Fi', 'Security', 'Parking', 'Power Backup', 'Swimming Pool']",1.06,1,9635704.54
P41209,Chandigarh,Studio,1954,5,3,9,26,16,Fully Furnished,"['Gym', 'Parking', 'Garden', 'Security', 'Elevator']",3.99,4,45659976.27
P41210,Delhi,Duplex,4966,2,4,15,12,13,Semi Furnished,"['Wi-Fi', 'Gym', 'Parking', 'Security', 'Club House']",8.33,6,48503362.15
P41211,Mumbai,Penthouse,3216,3,1,18,5,15,Semi Furnished,"['Swimming Pool', 'Security', 'Gym', 'Power Backup']",9.21,5,40782735.25
P41212,Pune,Apartment,1041,1,2,17,24,1,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Elevator', 'Gym']",6.6,8,45865634.33
P41213,Chennai,Duplex,1700,5,2,10,7,6,Unfurnished,"['Gym', 'Garden', 'Security', 'Parking', 'Power Backup']",7.47,3,3834179.78
P41214,Mumbai,Duplex,926,4,3,20,7,13,Semi Furnished,"['Garden', 'Security', 'Wi-Fi']",9.14,3,2226954.8
P41215,Bangalore,Independent House,4734,2,1,8,22,12,Fully Furnished,"['Club House', 'Power Backup', 'Security', 'Gym', 'Wi-Fi']",3.48,3,41587316.02
P41216,Jaipur,Independent House,3830,3,2,5,9,20,Unfurnished,"['Club House', 'Power Backup', 'Parking', 'Swimming Pool', 'Wi-Fi', 'Gym']",7.33,2,15964946.96
P41217,Mumbai,Duplex,2933,5,4,16,8,10,Semi Furnished,"['Club House', 'Garden', 'Wi-Fi', 'Parking']",1.1,6,17666834.11
P41218,Jaipur,Villa,2291,2,2,7,14,0,Fully Furnished,"['Parking', 'Swimming Pool', 'Elevator', 'Gym', 'Garden', 'Security']",1.16,4,11443775.2
P41219,Jaipur,Penthouse,3661,4,4,10,21,13,Fully Furnished,"['Parking', 'Security', 'Swimming Pool', 'Wi-Fi']",5.44,1,43737724.09
P41220,Jaipur,Penthouse,721,3,1,5,19,13,Fully Furnished,"['Security', 'Elevator', 'Club House']",8.58,7,35031540.71
P41221,Pune,Apartment,886,5,2,11,22,12,Semi Furnished,"['Club House', 'Parking', 'Wi-Fi', 'Garden', 'Elevator', 'Security']",4.91,6,7989861.2
P41222,Kolkata,Studio,2555,1,4,14,13,15,Fully Furnished,"['Power Backup', 'Wi-Fi', 'Garden', 'Security', 'Club House']",1.28,3,40969353.43
P41223,Ahmedabad,Villa,4319,3,1,18,23,17,Semi Furnished,"['Garden', 'Swimming Pool', 'Security', 'Wi-Fi']",6.33,7,17044495.16
P41224,Ahmedabad,Apartment,1874,3,2,4,9,16,Unfurnished,"['Swimming Pool', 'Elevator', 'Garden', 'Power Backup', 'Parking']",8.78,8,16301990.09
P41225,Bangalore,Studio,3702,1,4,1,21,16,Unfurnished,"['Elevator', 'Parking', 'Garden', 'Security', 'Gym']",2.48,4,3008822.13
P41226,Hyderabad,Apartment,3138,1,4,20,7,10,Unfurnished,"['Swimming Pool', 'Parking', 'Garden', 'Power Backup']",2.26,1,5684177.16
P41227,Chennai,Studio,2364,5,3,12,13,5,Unfurnished,"['Wi-Fi', 'Garden', 'Elevator', 'Club House', 'Parking']",5.58,6,13047149.02
P41228,Ahmedabad,Studio,3182,3,2,15,22,15,Unfurnished,"['Wi-Fi', 'Club House', 'Swimming Pool']",6.03,1,39193987.89
P41229,Kolkata,Studio,4238,5,3,11,30,0,Fully Furnished,"['Elevator', 'Gym', 'Parking']",9.81,9,44120765.73
P41230,Chandigarh,Studio,2074,4,3,20,16,9,Unfurnished,"['Garden', 'Elevator', 'Parking', 'Gym', 'Wi-Fi']",4.23,4,14537094.9
P41231,Jaipur,Penthouse,4373,5,1,19,11,18,Unfurnished,"['Swimming Pool', 'Power Backup', 'Parking', 'Club House']",7.53,3,39771235.12
P41232,Chandigarh,Independent House,1509,5,2,7,30,7,Unfurnished,"['Parking', 'Wi-Fi', 'Club House']",5.77,6,40016201.12
P41233,Chandigarh,Apartment,3572,1,1,5,20,15,Unfurnished,"['Elevator', 'Parking', 'Power Backup', 'Club House', 'Garden']",4.65,1,2561979.94
P41234,Chandigarh,Penthouse,714,2,3,15,28,17,Fully Furnished,"['Security', 'Garden', 'Swimming Pool', 'Parking', 'Elevator', 'Power Backup']",9.3,9,18228733.61
P41235,Delhi,Independent House,4548,4,3,12,23,7,Unfurnished,"['Club House', 'Garden', 'Swimming Pool', 'Parking']",4.45,4,22981812.88
P41236,Ahmedabad,Studio,3275,2,1,14,17,0,Fully Furnished,"['Parking', 'Wi-Fi', 'Power Backup', 'Gym', 'Garden']",2.97,7,36187125.62
P41237,Mumbai,Apartment,3702,1,4,19,13,15,Semi Furnished,"['Club House', 'Garden', 'Wi-Fi', 'Swimming Pool', 'Security', 'Elevator']",2.61,7,17244471.34
P41238,Kolkata,Studio,3501,5,1,20,13,8,Unfurnished,"['Power Backup', 'Parking', 'Garden', 'Gym']",9.35,5,8523976.19
P41239,Ahmedabad,Studio,3443,1,4,14,7,20,Semi Furnished,"['Gym', 'Swimming Pool', 'Elevator']",7.24,1,8856431.52
P41240,Jaipur,Duplex,1328,5,1,6,30,12,Unfurnished,"['Swimming Pool', 'Elevator', 'Club House', 'Power Backup']",3.76,9,18576325.55
P41241,Chandigarh,Duplex,1828,3,2,11,21,3,Semi Furnished,"['Security', 'Elevator', 'Wi-Fi', 'Gym', 'Parking', 'Club House']",2.52,7,22988062.82
P41242,Mumbai,Studio,4939,5,3,4,17,8,Fully Furnished,"['Power Backup', 'Wi-Fi', 'Club House']",7.43,3,28531887.97
P41243,Chandigarh,Apartment,1256,3,4,4,13,8,Semi Furnished,"['Wi-Fi', 'Club House', 'Swimming Pool', 'Parking', 'Power Backup', 'Gym']",7.36,5,40037342.3
P41244,Chennai,Villa,615,3,2,14,9,5,Semi Furnished,"['Swimming Pool', 'Club House', 'Security', 'Wi-Fi']",3.91,4,1915849.56
P41245,Hyderabad,Penthouse,1711,1,3,17,8,15,Fully Furnished,"['Parking', 'Club House', 'Security', 'Power Backup', 'Elevator', 'Gym']",3.14,6,16504119.81
P41246,Mumbai,Independent House,570,5,4,14,24,0,Unfurnished,"['Power Backup', 'Gym', 'Club House', 'Wi-Fi', 'Parking', 'Swimming Pool']",5.31,8,21304238.62
P41247,Delhi,Studio,2416,3,1,5,15,8,Semi Furnished,"['Club House', 'Power Backup', 'Elevator', 'Garden']",1.74,1,9705188.68
P41248,Mumbai,Villa,3067,1,3,6,28,2,Fully Furnished,"['Parking', 'Elevator', 'Garden', 'Club House', 'Swimming Pool']",3.78,10,5174251.71
P41249,Hyderabad,Apartment,4856,3,2,11,6,2,Fully Furnished,"['Wi-Fi', 'Security', 'Power Backup', 'Gym', 'Elevator', 'Club House']",0.53,4,7020547.44
P41250,Hyderabad,Studio,3062,3,4,20,17,13,Fully Furnished,"['Swimming Pool', 'Garden', 'Gym']",7.31,2,34407647.84
P41251,Kolkata,Duplex,2024,2,3,10,9,20,Fully Furnished,"['Garden', 'Wi-Fi', 'Elevator', 'Swimming Pool']",7.28,7,21470799.73
P41252,Chandigarh,Villa,3297,4,4,18,26,5,Fully Furnished,"['Club House', 'Wi-Fi', 'Gym', 'Security']",8.58,5,24023451.26
P41253,Hyderabad,Penthouse,1953,5,3,12,25,15,Fully Furnished,"['Garden', 'Parking', 'Elevator']",3.3,10,2031528.83
P41254,Jaipur,Villa,3465,5,1,1,12,18,Fully Furnished,"['Parking', 'Garden', 'Elevator', 'Swimming Pool']",2.17,5,3494135.78
P41255,Bangalore,Villa,4934,1,3,11,6,2,Semi Furnished,"['Security', 'Power Backup', 'Parking']",8.83,2,14025771.22
P41256,Chennai,Villa,1830,2,2,10,6,7,Unfurnished,"['Swimming Pool', 'Club House', 'Garden', 'Parking', 'Gym']",9.49,6,47885978.45
P41257,Delhi,Penthouse,1030,4,4,5,27,1,Unfurnished,"['Security', 'Parking', 'Wi-Fi']",2.28,9,30431263.59
P41258,Hyderabad,Villa,1650,1,2,17,29,10,Unfurnished,"['Power Backup', 'Elevator', 'Gym', 'Swimming Pool']",6.29,7,8701355.28
P41259,Bangalore,Villa,2839,2,4,11,10,9,Semi Furnished,"['Security', 'Club House', 'Elevator']",4.24,5,24897603.57
P41260,Hyderabad,Independent House,4978,2,2,18,29,0,Semi Furnished,"['Gym', 'Parking', 'Elevator']",4.73,7,30694378.01
P41261,Chennai,Studio,676,5,1,19,5,15,Fully Furnished,"['Elevator', 'Power Backup', 'Club House']",7.9,7,28386509.01
P41262,Jaipur,Villa,2855,5,2,6,10,10,Unfurnished,"['Gym', 'Club House', 'Wi-Fi', 'Swimming Pool', 'Garden', 'Elevator']",8.21,10,15928607.97
P41263,Chennai,Apartment,505,3,4,20,17,20,Fully Furnished,"['Club House', 'Power Backup', 'Parking', 'Garden', 'Wi-Fi']",5.55,2,9044450.42
P41264,Mumbai,Independent House,3265,1,3,12,5,13,Unfurnished,"['Swimming Pool', 'Club House', 'Security']",1.89,9,43947758.63
P41265,Ahmedabad,Independent House,2329,4,4,17,15,3,Unfurnished,"['Wi-Fi', 'Swimming Pool', 'Gym', 'Club House']",6.54,8,40825549.47
P41266,Hyderabad,Duplex,1034,3,1,6,29,0,Semi Furnished,"['Wi-Fi', 'Club House', 'Gym', 'Security']",0.51,10,25253092.92
P41267,Kolkata,Studio,2197,5,4,17,25,16,Semi Furnished,"['Garden', 'Wi-Fi', 'Club House']",6.56,10,18660911.73
P41268,Delhi,Villa,4692,5,2,12,22,7,Fully Furnished,"['Parking', 'Wi-Fi', 'Gym', 'Power Backup', 'Club House', 'Swimming Pool']",2.53,3,42622221.63
P41269,Pune,Apartment,4354,1,3,13,28,1,Semi Furnished,"['Security', 'Club House', 'Gym']",2.48,9,47276075.49
P41270,Bangalore,Apartment,3525,4,2,6,10,5,Unfurnished,"['Parking', 'Gym', 'Security', 'Elevator']",6.51,2,37904618.19
P41271,Pune,Duplex,3387,4,4,9,28,7,Unfurnished,"['Power Backup', 'Elevator', 'Wi-Fi', 'Security', 'Parking', 'Gym']",6.24,5,32437836.18
P41272,Pune,Independent House,1426,3,2,1,13,1,Unfurnished,"['Garden', 'Swimming Pool', 'Gym', 'Elevator', 'Security']",4.35,4,20269809.1
P41273,Kolkata,Independent House,4145,1,3,2,16,10,Semi Furnished,"['Club House', 'Elevator', 'Parking']",0.53,6,31877641.61
P41274,Hyderabad,Apartment,1002,1,2,4,7,16,Semi Furnished,"['Security', 'Garden', 'Gym']",3.32,9,36364019.67
P41275,Ahmedabad,Apartment,4784,5,1,19,12,17,Fully Furnished,"['Garden', 'Swimming Pool', 'Security']",7.32,9,16046334.95
P41276,Bangalore,Independent House,2781,4,1,14,29,11,Unfurnished,"['Club House', 'Gym', 'Security', 'Power Backup', 'Wi-Fi', 'Swimming Pool']",7.96,5,21287120.03
P41277,Mumbai,Independent House,2496,1,2,11,22,0,Fully Furnished,"['Power Backup', 'Club House', 'Parking', 'Wi-Fi', 'Gym', 'Elevator']",9.69,1,48554719.9
P41278,Hyderabad,Studio,3559,3,4,5,10,5,Fully Furnished,"['Security', 'Garden', 'Power Backup', 'Club House', 'Wi-Fi', 'Swimming Pool']",1.22,6,16957094.56
P41279,Hyderabad,Duplex,745,1,4,14,29,18,Semi Furnished,"['Gym', 'Parking', 'Swimming Pool', 'Wi-Fi', 'Elevator']",7.48,4,48770992.8
P41280,Mumbai,Villa,4116,4,3,17,28,3,Semi Furnished,"['Elevator', 'Garden', 'Parking']",1.84,2,26520105.11
P41281,Bangalore,Studio,3680,5,3,18,22,18,Fully Furnished,"['Power Backup', 'Elevator', 'Club House']",5.41,3,38235944.32
P41282,Ahmedabad,Duplex,1744,5,2,15,15,18,Fully Furnished,"['Power Backup', 'Wi-Fi', 'Gym', 'Elevator', 'Club House']",1.69,1,37713267.73
P41283,Ahmedabad,Independent House,2837,4,4,6,22,12,Semi Furnished,"['Swimming Pool', 'Garden', 'Power Backup', 'Club House']",6.18,3,2537408.52
P41284,Mumbai,Apartment,3935,1,3,17,24,0,Fully Furnished,"['Club House', 'Gym', 'Parking', 'Elevator']",9.89,2,3144806.14
P41285,Mumbai,Villa,2232,4,2,2,20,3,Unfurnished,"['Elevator', 'Security', 'Gym', 'Swimming Pool', 'Garden']",6.91,10,14076935.85
P41286,Ahmedabad,Villa,1580,5,2,9,30,11,Fully Furnished,"['Club House', 'Elevator', 'Garden', 'Parking', 'Swimming Pool']",8.67,7,26791783.15
P41287,Pune,Penthouse,2926,4,1,13,26,10,Unfurnished,"['Power Backup', 'Wi-Fi', 'Swimming Pool', 'Parking', 'Club House']",4.82,7,9385749.47
P41288,Kolkata,Apartment,3683,1,3,11,21,0,Fully Furnished,"['Gym', 'Club House', 'Wi-Fi', 'Power Backup', 'Security', 'Garden']",6.93,6,1509640.87
P41289,Mumbai,Villa,1416,4,1,8,11,18,Unfurnished,"['Swimming Pool', 'Power Backup', 'Elevator', 'Garden']",9.07,2,39575775.89
P41290,Delhi,Studio,3160,4,4,1,8,19,Semi Furnished,"['Gym', 'Club House', 'Elevator']",6.11,9,35766406.94
P41291,Chandigarh,Independent House,1111,2,3,8,23,6,Unfurnished,"['Elevator', 'Swimming Pool', 'Club House', 'Gym']",7.72,1,17437371.65
P41292,Delhi,Villa,584,4,4,3,5,17,Fully Furnished,"['Security', 'Club House', 'Power Backup', 'Parking', 'Swimming Pool']",5.47,4,5203744.31
P41293,Pune,Independent House,1463,4,3,20,11,10,Semi Furnished,"['Security', 'Garden', 'Wi-Fi', 'Swimming Pool']",6.43,5,28280632.39
P41294,Mumbai,Studio,2733,2,1,18,21,9,Semi Furnished,"['Security', 'Club House', 'Wi-Fi']",4.88,9,28336505.99
P41295,Chandigarh,Independent House,794,3,3,18,29,16,Unfurnished,"['Elevator', 'Swimming Pool', 'Parking']",7.44,8,39945014.65
P41296,Ahmedabad,Villa,1598,1,3,4,16,6,Unfurnished,"['Elevator', 'Parking', 'Power Backup']",5.1,1,27355368.01
P41297,Hyderabad,Duplex,3451,4,1,6,26,20,Fully Furnished,"['Swimming Pool', 'Security', 'Parking']",9.07,2,44891176.07
P41298,Pune,Villa,587,3,3,7,27,8,Fully Furnished,"['Club House', 'Parking', 'Wi-Fi']",1.44,1,4239429.08
P41299,Pune,Studio,4809,1,1,2,19,10,Unfurnished,"['Parking', 'Swimming Pool', 'Gym', 'Garden']",7.74,6,34455537.28
P41300,Delhi,Apartment,4924,1,4,14,28,18,Semi Furnished,"['Swimming Pool', 'Garden', 'Security', 'Gym']",5.9,7,49656998.25
P41301,Chandigarh,Apartment,1887,3,3,2,11,11,Semi Furnished,"['Parking', 'Power Backup', 'Garden', 'Elevator', 'Wi-Fi', 'Security']",8.97,1,35971073.76
P41302,Kolkata,Duplex,4649,1,2,18,15,4,Semi Furnished,"['Club House', 'Elevator', 'Security', 'Gym', 'Power Backup', 'Swimming Pool']",4.03,2,22857427.47
P41303,Hyderabad,Apartment,2944,1,2,16,13,8,Semi Furnished,"['Parking', 'Elevator', 'Wi-Fi']",7.35,10,15844201.31
P41304,Delhi,Independent House,2262,1,1,3,30,1,Unfurnished,"['Parking', 'Swimming Pool', 'Club House', 'Elevator']",1.89,5,19465527.79
P41305,Hyderabad,Studio,4433,5,3,1,26,4,Semi Furnished,"['Parking', 'Wi-Fi', 'Gym', 'Club House', 'Power Backup', 'Swimming Pool']",1.36,8,6357652.14
P41306,Jaipur,Apartment,1499,4,2,3,22,0,Fully Furnished,"['Club House', 'Power Backup', 'Wi-Fi', 'Gym', 'Parking']",1.32,6,10819896.18
P41307,Delhi,Independent House,842,1,3,15,26,3,Semi Furnished,"['Gym', 'Power Backup', 'Security', 'Garden', 'Swimming Pool']",9.35,1,37084664.81
P41308,Hyderabad,Duplex,3225,2,2,16,14,12,Fully Furnished,"['Club House', 'Parking', 'Swimming Pool', 'Garden']",8.91,7,20412311.74
P41309,Chennai,Villa,992,3,1,9,27,6,Semi Furnished,"['Swimming Pool', 'Club House', 'Security']",6.49,4,13248086.82
P41310,Chennai,Penthouse,3093,1,2,16,10,18,Semi Furnished,"['Elevator', 'Gym', 'Swimming Pool', 'Garden', 'Power Backup']",1.15,5,4062573.09
P41311,Jaipur,Villa,4246,5,3,4,19,4,Semi Furnished,"['Club House', 'Security', 'Wi-Fi']",7.9,6,28626838.69
P41312,Hyderabad,Apartment,603,4,3,7,5,15,Semi Furnished,"['Swimming Pool', 'Club House', 'Security', 'Power Backup', 'Wi-Fi']",8.74,4,14865684.36
P41313,Chennai,Penthouse,1308,5,3,20,21,11,Fully Furnished,"['Swimming Pool', 'Security', 'Garden']",8.9,4,47188340.71
P41314,Hyderabad,Duplex,1988,5,1,8,24,20,Unfurnished,"['Club House', 'Power Backup', 'Garden']",1.8,1,21395369.69
P41315,Hyderabad,Studio,3369,1,2,11,20,0,Unfurnished,"['Club House', 'Power Backup', 'Wi-Fi', 'Swimming Pool', 'Garden', 'Security']",2.86,10,29150269.55
P41316,Jaipur,Independent House,4652,1,2,10,5,15,Fully Furnished,"['Parking', 'Elevator', 'Swimming Pool', 'Wi-Fi', 'Garden', 'Gym']",2.99,7,22729928.87
P41317,Hyderabad,Apartment,1429,3,4,3,14,20,Fully Furnished,"['Security', 'Garden', 'Club House']",7.63,6,44164700.64
P41318,Delhi,Apartment,3072,2,4,4,14,19,Unfurnished,"['Wi-Fi', 'Club House', 'Garden', 'Elevator', 'Power Backup']",8.52,5,32966975.91
P41319,Mumbai,Apartment,1323,3,3,9,22,16,Fully Furnished,"['Elevator', 'Security', 'Club House', 'Garden', 'Swimming Pool', 'Wi-Fi']",7.66,10,5654970.46
