X,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P29259,Kolkata,Apartment,3708,1,2,11,25,19,Fully Furnished,"['Wi-Fi', 'Parking', 'Garden', 'Gym', 'Club House', 'Security']",2.2,4,28219980.1
P45813,Jaipur,Apartment,3360,2,2,4,9,19,Fully Furnished,"['Gym', 'Swimming Pool', 'Parking', 'Wi-Fi']",2.17,2,9764113.63
P84854,Ahmedabad,Apartment,2611,4,3,20,17,16,Unfurnished,"['Garden', 'Elevator', 'Gym', 'Swimming Pool', 'Security', 'Club House']",8.61,4,27493760.01
P80938,Chennai,Penthouse,987,2,4,5,15,19,Unfurnished,"['Wi-Fi', 'Power Backup', 'Parking', 'Swimming Pool', 'Garden']",3.06,7,12909819.05
P64412,Bangalore,Apartment,2551,4,4,15,20,2,Unfurnished,"['Parking', 'Club House', 'Wi-Fi', 'Swimming Pool', 'Elevator']",8.57,7,36061505.57
P100913,Bangalore,Apartment,3584,2,1,7,18,6,Fully Furnished,"['Swimming Pool', 'Wi-Fi', 'Security']",6.23,7,20968615.08
P66438,Chennai,Villa,777,3,4,20,19,20,Fully Furnished,"['Garden', 'Wi-Fi', 'Elevator', 'Swimming Pool', 'Parking', 'Security']",1.66,3,13001217.49
P60507,Chandigarh,Apartment,3452,4,3,20,17,8,Semi Furnished,"['Garden', 'Club House', 'Swimming Pool', 'Security']",4.59,5,33419115.18
P42324,Delhi,Apartment,3819,1,4,1,15,11,Fully Furnished,"['Club House', 'Power Backup', 'Parking', 'Gym']",6.96,1,40935043.55
P43840,Chennai,Apartment,4630,3,2,6,12,13,Unfurnished,"['Parking', 'Garden', 'Power Backup', 'Swimming Pool', 'Wi-Fi', 'Club House']",9.35,6,20048455.12
P64470,Hyderabad,Studio,4402,2,3,17,16,1,Unfurnished,"['Garden', 'Elevator', 'Swimming Pool', 'Security']",5.67,1,47035287.24
P27297,Bangalore,Duplex,764,2,1,4,29,3,Unfurnished,"['Wi-Fi', 'Club House', 'Power Backup', 'Gym']",3.11,2,11192488.58
P23008,Pune,Apartment,1201,2,2,7,29,0,Unfurnished,"['Gym', 'Power Backup', 'Garden', 'Wi-Fi', 'Elevator']",8.01,5,31127650.29
P65533,Chennai,Studio,1249,2,3,5,30,12,Unfurnished,"['Elevator', 'Gym', 'Security', 'Club House', 'Swimming Pool']",5.36,3,1610794.98
P47936,Mumbai,Independent House,3268,3,2,13,22,2,Fully Furnished,"['Gym', 'Security', 'Club House', 'Parking', 'Wi-Fi', 'Garden']",4.62,3,47168047.71
P109937,Chennai,Apartment,4109,2,4,9,28,10,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Parking', 'Elevator']",2.95,3,22216166.6
P92857,Ahmedabad,Studio,1293,5,2,7,18,20,Fully Furnished,"['Swimming Pool', 'Parking', 'Wi-Fi', 'Gym', 'Elevator']",5.95,5,1330009.58
P49407,Kolkata,Villa,4811,2,3,2,23,5,Unfurnished,"['Swimming Pool', 'Club House', 'Gym']",2.22,3,31197941.44
P13178,Hyderabad,Penthouse,2941,1,1,3,12,4,Semi Furnished,"['Swimming Pool', 'Security', 'Parking']",2.59,7,22873370.89
P15752,Kolkata,Studio,4919,2,4,9,23,10,Semi Furnished,"['Club House', 'Parking', 'Garden', 'Power Backup', 'Gym']",8.96,1,36736323.22
P46307,Kolkata,Duplex,1555,4,4,16,10,8,Fully Furnished,"['Power Backup', 'Club House', 'Gym']",8.33,5,47166726.6
P28023,Chennai,Studio,2135,2,4,3,18,16,Unfurnished,"['Gym', 'Security', 'Club House']",2.35,4,7400813.34
P17066,Jaipur,Studio,4537,3,2,12,21,7,Fully Furnished,"['Elevator', 'Gym', 'Swimming Pool', 'Security']",4.65,8,39186118.57
P44663,Hyderabad,Villa,2204,5,4,14,18,4,Fully Furnished,"['Wi-Fi', 'Garden', 'Parking']",5.57,1,15114931
P54388,Jaipur,Villa,1318,5,4,20,27,5,Unfurnished,"['Parking', 'Wi-Fi', 'Security']",2.47,5,8382335.08
P15347,Jaipur,Studio,2560,5,3,4,25,10,Semi Furnished,"['Security', 'Swimming Pool', 'Gym']",2.87,3,19881522.97
P86231,Delhi,Studio,2368,5,4,18,16,7,Fully Furnished,"['Wi-Fi', 'Power Backup', 'Security', 'Gym']",8.92,2,16288982.75
P78024,Chandigarh,Penthouse,1134,3,1,5,9,5,Fully Furnished,"['Club House', 'Wi-Fi', 'Swimming Pool', 'Power Backup']",7.16,1,11418096.61
P46525,Mumbai,Apartment,608,1,2,7,15,4,Semi Furnished,"['Parking', 'Garden', 'Swimming Pool', 'Gym', 'Club House', 'Elevator']",5.44,2,40946952.98
P18111,Mumbai,Penthouse,2447,3,4,19,5,11,Semi Furnished,"['Gym', 'Swimming Pool', 'Parking', 'Power Backup']",6,3,31238840.2
P88701,Jaipur,Studio,4412,1,3,8,20,15,Semi Furnished,"['Wi-Fi', 'Garden', 'Club House', 'Parking', 'Gym', 'Security']",4.6,1,18762479.25
P18645,Chandigarh,Studio,1846,4,4,9,5,11,Unfurnished,"['Elevator', 'Swimming Pool', 'Power Backup']",7.93,5,46596318.09
P56170,Bangalore,Penthouse,2174,3,2,19,8,2,Fully Furnished,"['Garden', 'Wi-Fi', 'Elevator', 'Club House', 'Swimming Pool', 'Gym']",8.74,10,43200400.58
P66544,Delhi,Villa,4913,5,3,2,19,9,Fully Furnished,"['Parking', 'Elevator', 'Garden', 'Power Backup']",9.39,3,3550250.74
P15386,Pune,Duplex,1553,5,4,15,23,10,Fully Furnished,"['Swimming Pool', 'Gym', 'Parking', 'Security']",0.84,7,35739905.26
P26175,Chandigarh,Penthouse,1496,3,2,3,11,8,Semi Furnished,"['Security', 'Parking', 'Elevator', 'Swimming Pool']",9.6,6,2822391.28
P49383,Bangalore,Penthouse,1203,3,2,13,13,10,Unfurnished,"['Parking', 'Power Backup', 'Swimming Pool', 'Gym', 'Wi-Fi']",9.93,9,21953697.53
P89871,Kolkata,Apartment,2267,2,1,2,27,5,Fully Furnished,"['Parking', 'Garden', 'Security']",3.74,5,8820396.35
P68414,Delhi,Studio,2560,2,3,15,14,9,Unfurnished,"['Parking', 'Club House', 'Garden', 'Power Backup', 'Security', 'Elevator']",5.22,2,26732503.25
P87642,Jaipur,Independent House,4808,1,2,8,26,5,Semi Furnished,"['Parking', 'Security', 'Garden', 'Gym']",1.34,8,39785950.02
P100520,Bangalore,Villa,3231,2,1,9,14,3,Fully Furnished,"['Swimming Pool', 'Elevator', 'Power Backup']",3,6,34527540.17
P22303,Mumbai,Penthouse,1221,2,3,6,10,8,Unfurnished,"['Garden', 'Elevator', 'Swimming Pool', 'Wi-Fi']",5.65,10,23929068.9
P73509,Mumbai,Penthouse,2774,5,1,13,6,10,Semi Furnished,"['Garden', 'Wi-Fi', 'Gym', 'Swimming Pool']",1.99,7,48530404.61
P73778,Pune,Apartment,1642,3,4,8,18,20,Unfurnished,"['Elevator', 'Swimming Pool', 'Security', 'Gym']",0.72,4,38768399.11
P63261,Jaipur,Apartment,2027,4,3,16,9,13,Unfurnished,"['Wi-Fi', 'Elevator', 'Parking', 'Security']",6.93,3,949784.25
P107466,Chandigarh,Apartment,4107,3,1,13,25,19,Unfurnished,"['Gym', 'Club House', 'Parking', 'Elevator', 'Swimming Pool', 'Garden']",5.55,3,25166583.46
P86788,Chandigarh,Villa,4494,2,2,16,10,6,Semi Furnished,"['Security', 'Swimming Pool', 'Gym', 'Wi-Fi', 'Elevator', 'Garden']",6.69,2,10569798.95
P10342,Chennai,Penthouse,3465,2,1,10,18,15,Fully Furnished,"['Security', 'Swimming Pool', 'Gym', 'Elevator', 'Wi-Fi']",9.72,1,17481444.2
P85341,Bangalore,Studio,1957,5,3,18,26,15,Fully Furnished,"['Wi-Fi', 'Swimming Pool', 'Club House']",2.45,1,18972364.61
P54064,Chennai,Villa,4573,3,2,20,25,6,Semi Furnished,"['Security', 'Wi-Fi', 'Gym', 'Swimming Pool']",1.22,8,29660531.5
P54667,Jaipur,Apartment,1706,2,4,2,16,4,Fully Furnished,"['Security', 'Swimming Pool', 'Club House', 'Wi-Fi', 'Parking']",6.78,7,39476273.48
P53699,Hyderabad,Studio,3289,5,4,9,28,16,Fully Furnished,"['Security', 'Parking', 'Garden', 'Power Backup']",8.87,9,35388566.73
P37838,Bangalore,Villa,3454,3,1,12,15,3,Fully Furnished,"['Power Backup', 'Security', 'Swimming Pool', 'Garden']",3.1,5,36590329
P81888,Hyderabad,Studio,3637,1,4,17,9,11,Semi Furnished,"['Club House', 'Swimming Pool', 'Parking', 'Power Backup', 'Elevator']",1.37,8,33993204.37
P41756,Bangalore,Independent House,3907,1,4,6,14,18,Fully Furnished,"['Wi-Fi', 'Power Backup', 'Gym', 'Security', 'Parking']",5.94,10,36796190.12
P48054,Bangalore,Apartment,1157,5,3,6,6,16,Fully Furnished,"['Gym', 'Garden', 'Power Backup']",9.87,6,49477192.22
P93706,Pune,Independent House,2667,1,1,11,16,12,Semi Furnished,"['Swimming Pool', 'Security', 'Parking', 'Power Backup', 'Garden']",8.64,10,43416355.53
P32066,Mumbai,Independent House,1329,1,4,4,23,15,Unfurnished,"['Power Backup', 'Gym', 'Security', 'Elevator', 'Swimming Pool', 'Parking']",2.5,5,7912172.81
P54458,Ahmedabad,Duplex,1400,3,1,3,27,19,Unfurnished,"['Power Backup', 'Elevator', 'Wi-Fi', 'Club House', 'Security']",6.74,8,27548919.77
P107243,Pune,Duplex,2446,5,4,19,29,0,Fully Furnished,"['Garden', 'Power Backup', 'Gym', 'Swimming Pool', 'Wi-Fi', 'Parking']",2.05,2,33085976.08
P41238,Kolkata,Studio,3501,5,1,20,13,8,Unfurnished,"['Power Backup', 'Parking', 'Garden', 'Gym']",9.35,5,8523976.19
P102125,Chennai,Villa,1592,1,4,8,27,2,Fully Furnished,"['Club House', 'Garden', 'Parking', 'Wi-Fi']",6.87,7,5406348.8
P47669,Chandigarh,Independent House,2526,1,1,17,12,12,Semi Furnished,"['Swimming Pool', 'Gym', 'Club House']",2.92,6,21094852.9
P41913,Jaipur,Villa,769,1,4,3,12,14,Unfurnished,"['Wi-Fi', 'Garden', 'Gym', 'Swimming Pool']",7.38,2,3364963.73
P83689,Jaipur,Duplex,2626,2,1,8,19,10,Fully Furnished,"['Gym', 'Club House', 'Parking']",5.33,7,18619488.05
P53540,Chandigarh,Studio,540,3,4,20,26,4,Semi Furnished,"['Power Backup', 'Elevator', 'Security', 'Garden']",1.91,8,12196096.5
P96056,Delhi,Independent House,3130,1,1,14,23,14,Unfurnished,"['Elevator', 'Swimming Pool', 'Garden']",9.85,2,20069162.18
P27051,Jaipur,Duplex,2463,3,3,3,19,13,Semi Furnished,"['Swimming Pool', 'Garden', 'Security', 'Power Backup', 'Gym']",5.98,8,46282174.22
P102289,Chennai,Villa,977,1,2,12,5,1,Unfurnished,"['Power Backup', 'Parking', 'Wi-Fi', 'Club House']",9.8,4,9886016.7
P92684,Bangalore,Duplex,3274,1,3,7,11,14,Semi Furnished,"['Club House', 'Power Backup', 'Parking', 'Swimming Pool', 'Gym', 'Elevator']",4.65,5,36398048.42
P102314,Jaipur,Villa,3343,5,3,7,18,6,Fully Furnished,"['Swimming Pool', 'Garden', 'Elevator', 'Wi-Fi']",2.39,7,32217578.87
P88408,Pune,Apartment,3860,4,3,14,14,14,Fully Furnished,"['Parking', 'Security', 'Garden']",2.46,3,33918681.56
P84191,Pune,Apartment,1965,3,4,6,14,12,Semi Furnished,"['Power Backup', 'Garden', 'Elevator', 'Parking', 'Security']",9.53,10,32873174.92
P63347,Bangalore,Penthouse,2312,5,4,12,15,9,Semi Furnished,"['Wi-Fi', 'Garden', 'Club House', 'Elevator']",7.72,6,15096244.81
P58056,Pune,Apartment,4035,1,2,3,15,10,Fully Furnished,"['Elevator', 'Club House', 'Gym', 'Swimming Pool', 'Wi-Fi']",3.39,2,49175828.32
P70961,Chandigarh,Duplex,4050,4,2,15,22,1,Fully Furnished,"['Elevator', 'Garden', 'Gym']",2.91,4,21061576.14
P46132,Chandigarh,Studio,4996,4,4,5,13,14,Fully Furnished,"['Club House', 'Elevator', 'Swimming Pool', 'Parking', 'Security', 'Power Backup']",3.22,9,28546774.07
P39665,Pune,Duplex,3951,4,4,1,18,5,Unfurnished,"['Security', 'Wi-Fi', 'Swimming Pool', 'Power Backup', 'Club House']",6.09,2,43518937.13
P62934,Hyderabad,Apartment,2691,2,4,19,19,1,Fully Furnished,"['Parking', 'Club House', 'Wi-Fi']",2.18,8,506103.16
P42215,Chandigarh,Studio,2621,5,3,20,24,3,Fully Furnished,"['Wi-Fi', 'Elevator', 'Swimming Pool']",8.79,4,27121118.73
P90701,Chennai,Studio,4780,3,3,14,27,13,Fully Furnished,"['Club House', 'Garden', 'Gym', 'Parking', 'Elevator', 'Power Backup']",8.21,1,5247117.64
P18047,Pune,Duplex,1902,2,2,13,30,10,Unfurnished,"['Garden', 'Swimming Pool', 'Security', 'Parking']",9.18,3,14401522.46
P24782,Pune,Villa,4634,3,1,16,17,1,Unfurnished,"['Wi-Fi', 'Garden', 'Gym', 'Parking', 'Security', 'Power Backup']",3.14,7,47676822.77
P98480,Kolkata,Independent House,3884,5,3,9,8,20,Fully Furnished,"['Gym', 'Security', 'Wi-Fi', 'Parking', 'Club House', 'Swimming Pool']",0.76,8,38133093.93
P10519,Ahmedabad,Apartment,3302,4,2,3,16,10,Fully Furnished,"['Club House', 'Elevator', 'Security', 'Swimming Pool', 'Power Backup']",2.09,2,23212563.57
P79120,Bangalore,Villa,4050,1,3,18,25,6,Unfurnished,"['Swimming Pool', 'Gym', 'Parking', 'Wi-Fi', 'Elevator', 'Security']",1.56,2,26884918.93
P44946,Hyderabad,Studio,2077,4,3,8,21,15,Semi Furnished,"['Club House', 'Security', 'Garden', 'Swimming Pool', 'Wi-Fi', 'Power Backup']",3.89,5,12571745.85
P84154,Chandigarh,Villa,1335,3,3,6,13,8,Unfurnished,"['Gym', 'Security', 'Swimming Pool', 'Parking', 'Garden', 'Club House']",0.94,9,22497713.78
P44515,Pune,Independent House,2231,1,1,8,11,8,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Garden', 'Elevator']",1.98,8,8299509.46
P76579,Chandigarh,Duplex,1091,3,1,1,18,20,Semi Furnished,"['Wi-Fi', 'Club House', 'Swimming Pool', 'Security', 'Elevator', 'Gym']",9.76,8,28433410.96
P101346,Hyderabad,Apartment,3643,3,4,8,9,7,Semi Furnished,"['Parking', 'Club House', 'Security', 'Gym']",4.12,7,48333759.37
P109402,Pune,Penthouse,4161,2,3,12,6,17,Semi Furnished,"['Parking', 'Swimming Pool', 'Gym', 'Security', 'Club House', 'Power Backup']",4.63,4,13780680.75
P45585,Jaipur,Duplex,774,3,3,14,13,10,Semi Furnished,"['Elevator', 'Wi-Fi', 'Parking', 'Power Backup', 'Garden', 'Club House']",6.54,6,48231556.12
P80367,Chennai,Independent House,3321,4,1,6,26,0,Semi Furnished,"['Garden', 'Parking', 'Power Backup', 'Wi-Fi', 'Gym', 'Swimming Pool']",9.72,4,11062794.03
P59626,Delhi,Apartment,1144,4,3,17,13,16,Fully Furnished,"['Garden', 'Security', 'Gym', 'Parking', 'Wi-Fi', 'Club House']",2.08,8,46465564.91
P103820,Mumbai,Villa,1041,1,1,16,22,10,Fully Furnished,"['Elevator', 'Power Backup', 'Wi-Fi']",3.13,7,38077452.21
P85333,Bangalore,Apartment,789,3,3,3,8,0,Unfurnished,"['Security', 'Elevator', 'Power Backup', 'Swimming Pool']",6.41,4,32852141.44
P26375,Chandigarh,Villa,2903,4,3,10,15,11,Fully Furnished,"['Security', 'Power Backup', 'Elevator', 'Parking']",7.5,2,6764658.98
P34917,Delhi,Apartment,4742,4,2,3,17,2,Semi Furnished,"['Parking', 'Gym', 'Elevator', 'Garden', 'Security']",9.64,10,6432615.3
P19348,Pune,Apartment,4853,3,1,6,16,10,Fully Furnished,"['Wi-Fi', 'Parking', 'Gym', 'Club House']",5.9,3,20745765.23
P71904,Bangalore,Independent House,4081,3,3,7,21,12,Semi Furnished,"['Wi-Fi', 'Gym', 'Security', 'Club House', 'Garden']",7.3,10,13146843.94
P31457,Ahmedabad,Apartment,555,1,2,17,20,5,Unfurnished,"['Club House', 'Gym', 'Power Backup', 'Security', 'Swimming Pool']",9.62,8,16711239.75
P37658,Pune,Independent House,2118,4,2,9,7,12,Unfurnished,"['Swimming Pool', 'Club House', 'Wi-Fi', 'Power Backup', 'Garden', 'Parking']",0.94,2,11569112.45
P42219,Kolkata,Duplex,2938,3,1,7,7,15,Unfurnished,"['Parking', 'Power Backup', 'Elevator', 'Wi-Fi']",2.79,3,31258542.26
P91996,Mumbai,Villa,2483,2,1,18,8,1,Unfurnished,"['Elevator', 'Parking', 'Garden']",7.27,2,5795161.5
P50654,Pune,Penthouse,554,2,4,4,24,18,Unfurnished,"['Club House', 'Wi-Fi', 'Swimming Pool']",8.1,6,21965671.69
P19651,Kolkata,Duplex,4329,3,3,5,8,1,Fully Furnished,"['Parking', 'Elevator', 'Swimming Pool', 'Security', 'Club House']",0.72,8,34548570.93
P56276,Jaipur,Penthouse,2120,1,3,19,8,13,Fully Furnished,"['Club House', 'Wi-Fi', 'Elevator', 'Swimming Pool']",6.95,8,38546356.14
P19393,Chandigarh,Studio,3225,3,4,20,26,20,Semi Furnished,"['Power Backup', 'Garden', 'Swimming Pool']",1.06,6,30204470.46
P33612,Delhi,Penthouse,1059,4,2,20,21,3,Fully Furnished,"['Wi-Fi', 'Power Backup', 'Elevator', 'Parking']",9.17,9,11483833.5
P53214,Jaipur,Apartment,4358,4,1,1,16,13,Semi Furnished,"['Gym', 'Club House', 'Swimming Pool', 'Wi-Fi']",7.88,10,43450131.04
P32803,Hyderabad,Studio,2860,5,3,19,22,17,Semi Furnished,"['Parking', 'Swimming Pool', 'Wi-Fi', 'Security', 'Gym']",9.06,8,25776920.88
P28979,Pune,Apartment,575,2,2,18,18,0,Semi Furnished,"['Garden', 'Wi-Fi', 'Elevator', 'Power Backup', 'Swimming Pool']",1.96,3,17864416.22
P45903,Delhi,Studio,4416,3,4,11,15,18,Unfurnished,"['Club House', 'Elevator', 'Garden', 'Wi-Fi']",6.36,10,11118580.9
P89502,Hyderabad,Villa,3996,3,2,2,8,5,Fully Furnished,"['Wi-Fi', 'Elevator', 'Power Backup', 'Club House', 'Swimming Pool', 'Security']",8.57,8,47542920.2
P40084,Jaipur,Duplex,842,2,2,11,14,4,Semi Furnished,"['Garden', 'Wi-Fi', 'Power Backup', 'Elevator']",6.39,8,37389251.26
P100137,Hyderabad,Independent House,4586,1,4,2,23,8,Semi Furnished,"['Garden', 'Club House', 'Swimming Pool', 'Wi-Fi', 'Elevator']",6.32,8,49374041.64
P104992,Chennai,Apartment,2197,5,1,1,5,17,Unfurnished,"['Gym', 'Wi-Fi', 'Elevator', 'Club House']",9.14,1,34937188.26
P15303,Chandigarh,Independent House,4203,4,4,17,21,8,Fully Furnished,"['Garden', 'Power Backup', 'Wi-Fi', 'Gym', 'Parking', 'Elevator']",9.73,7,16305217
P86033,Pune,Duplex,1991,1,4,7,17,8,Semi Furnished,"['Power Backup', 'Garden', 'Elevator']",2,3,12415986.96
P10661,Chandigarh,Studio,1121,2,4,18,10,10,Semi Furnished,"['Power Backup', 'Club House', 'Security', 'Gym']",9.45,6,31727343.56
P38734,Jaipur,Duplex,2335,5,3,20,25,0,Semi Furnished,"['Club House', 'Wi-Fi', 'Parking', 'Swimming Pool', 'Security', 'Elevator']",8.28,3,795144.03
P47609,Ahmedabad,Duplex,4202,5,4,1,15,15,Unfurnished,"['Wi-Fi', 'Garden', 'Gym']",5.36,1,11460216.74
P17373,Delhi,Independent House,1696,1,2,9,20,17,Fully Furnished,"['Wi-Fi', 'Gym', 'Garden']",4.38,1,43808995.19
P34786,Jaipur,Duplex,3549,5,4,18,18,19,Semi Furnished,"['Parking', 'Power Backup', 'Gym', 'Club House', 'Wi-Fi', 'Security']",2.85,8,31036964.32
P93125,Hyderabad,Penthouse,3279,4,3,6,12,4,Fully Furnished,"['Swimming Pool', 'Gym', 'Parking', 'Elevator', 'Wi-Fi']",5.38,3,38106645.56
P89354,Bangalore,Apartment,2272,5,1,3,8,20,Fully Furnished,"['Swimming Pool', 'Security', 'Garden', 'Parking', 'Club House']",5.93,5,47144082.67
P31330,Delhi,Villa,3315,2,1,8,26,14,Semi Furnished,"['Swimming Pool', 'Wi-Fi', 'Parking', 'Club House', 'Garden']",8.36,5,48511258.66
P101808,Hyderabad,Apartment,2450,4,3,19,27,7,Fully Furnished,"['Parking', 'Club House', 'Swimming Pool', 'Garden', 'Elevator', 'Security']",2.45,4,43326725.62
P75616,Kolkata,Independent House,3381,3,3,1,18,19,Unfurnished,"['Elevator', 'Wi-Fi', 'Garden', 'Gym']",3.98,3,9872354.84
P36569,Hyderabad,Duplex,3986,2,2,4,18,11,Fully Furnished,"['Elevator', 'Garden', 'Security', 'Swimming Pool']",9.77,2,15538434.25
P73673,Mumbai,Penthouse,1933,3,1,9,30,0,Fully Furnished,"['Elevator', 'Swimming Pool', 'Garden']",2.71,8,29290063.23
P103374,Hyderabad,Penthouse,2587,3,3,1,23,0,Unfurnished,"['Security', 'Parking', 'Elevator', 'Club House', 'Garden', 'Gym']",9.48,2,37802363.6
P72086,Hyderabad,Penthouse,4963,4,3,19,30,19,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Parking', 'Club House']",2.32,7,22555824.42
P80532,Ahmedabad,Penthouse,3409,4,2,7,29,13,Unfurnished,"['Wi-Fi', 'Swimming Pool', 'Security', 'Elevator']",5.5,1,20834104.89
P104588,Chandigarh,Independent House,4631,5,1,13,17,14,Semi Furnished,"['Elevator', 'Club House', 'Security', 'Gym', 'Garden']",7.46,5,39018534.57
P95954,Jaipur,Duplex,3670,5,2,14,14,2,Semi Furnished,"['Security', 'Garden', 'Parking', 'Elevator', 'Gym', 'Club House']",9.56,1,49480884.69
P66622,Jaipur,Studio,1819,1,3,6,9,15,Fully Furnished,"['Club House', 'Parking', 'Power Backup']",8.45,7,31883576.28
P42266,Chennai,Independent House,4675,5,2,5,20,9,Fully Furnished,"['Parking', 'Wi-Fi', 'Gym', 'Elevator']",0.89,3,23726148.99
P102053,Bangalore,Duplex,4677,1,4,19,22,17,Semi Furnished,"['Parking', 'Club House', 'Power Backup', 'Security', 'Elevator', 'Gym']",1.02,3,19850249.24
P16306,Pune,Independent House,2883,2,1,16,20,12,Semi Furnished,"['Parking', 'Power Backup', 'Wi-Fi', 'Security', 'Elevator']",2.23,3,11092689.54
P16172,Jaipur,Apartment,1838,5,2,13,17,6,Fully Furnished,"['Club House', 'Swimming Pool', 'Elevator', 'Power Backup', 'Wi-Fi', 'Parking']",1.05,5,19221422.52
P49229,Hyderabad,Duplex,4033,4,3,15,5,3,Unfurnished,"['Elevator', 'Swimming Pool', 'Security', 'Power Backup', 'Garden', 'Wi-Fi']",7.13,1,24094859.88
P93061,Chandigarh,Penthouse,3043,5,2,4,29,3,Unfurnished,"['Gym', 'Parking', 'Security']",6.84,7,39705178.3
P32761,Kolkata,Duplex,2619,1,4,19,29,10,Fully Furnished,"['Garden', 'Parking', 'Wi-Fi', 'Elevator']",6.23,8,3450098.66
P109832,Ahmedabad,Studio,3193,5,3,11,28,2,Fully Furnished,"['Garden', 'Gym', 'Power Backup']",8.85,6,21679043.28
P60172,Jaipur,Villa,1365,4,4,8,24,1,Semi Furnished,"['Elevator', 'Wi-Fi', 'Gym', 'Power Backup', 'Garden', 'Security']",0.82,10,17016694.01
P88541,Chandigarh,Villa,2181,4,1,6,7,14,Semi Furnished,"['Elevator', 'Garden', 'Power Backup', 'Security', 'Parking', 'Swimming Pool']",1.09,2,45410368.35
P84907,Jaipur,Penthouse,2702,1,2,16,28,19,Unfurnished,"['Swimming Pool', 'Power Backup', 'Security', 'Gym', 'Elevator', 'Parking']",8.67,6,21808668.4
P83227,Delhi,Penthouse,3913,3,1,3,11,18,Fully Furnished,"['Elevator', 'Parking', 'Club House', 'Gym', 'Security']",0.71,4,7673528.25
P35427,Chennai,Duplex,4764,2,3,7,29,3,Semi Furnished,"['Wi-Fi', 'Parking', 'Garden', 'Club House', 'Security', 'Swimming Pool']",9.3,10,12666405.28
P37629,Bangalore,Duplex,4830,3,1,11,13,4,Unfurnished,"['Swimming Pool', 'Elevator', 'Club House', 'Power Backup']",1.39,4,46273665.56
P36828,Jaipur,Studio,830,5,3,10,24,18,Unfurnished,"['Swimming Pool', 'Garden', 'Wi-Fi', 'Elevator']",8.91,8,27868498.39
P100105,Chennai,Villa,1754,4,4,16,6,9,Fully Furnished,"['Gym', 'Swimming Pool', 'Club House', 'Garden']",8.83,4,14921994.09
P16064,Chandigarh,Independent House,3989,2,1,17,24,18,Semi Furnished,"['Parking', 'Elevator', 'Wi-Fi', 'Swimming Pool']",8.93,8,31167160.96
P12695,Delhi,Studio,4644,5,2,12,29,20,Semi Furnished,"['Power Backup', 'Club House', 'Gym', 'Parking', 'Wi-Fi']",1.69,3,12567203.72
P75939,Jaipur,Penthouse,1353,2,4,9,25,15,Unfurnished,"['Security', 'Gym', 'Club House']",8.98,8,24137441
P108002,Bangalore,Independent House,3028,4,3,5,22,17,Fully Furnished,"['Elevator', 'Swimming Pool', 'Wi-Fi', 'Garden', 'Club House', 'Gym']",6.3,5,15122490.68
P32752,Jaipur,Studio,2168,5,1,3,23,1,Unfurnished,"['Elevator', 'Garden', 'Swimming Pool', 'Club House']",9.3,4,35169982.24
P41809,Ahmedabad,Independent House,3204,4,1,3,17,18,Semi Furnished,"['Club House', 'Garden', 'Security', 'Power Backup', 'Parking', 'Gym']",9.05,3,7443498.75
P59967,Bangalore,Apartment,4085,5,3,12,10,4,Semi Furnished,"['Elevator', 'Security', 'Power Backup']",3.89,3,38350827.74
P48262,Chennai,Penthouse,1034,1,4,16,26,20,Semi Furnished,"['Parking', 'Power Backup', 'Wi-Fi']",7.65,1,14113443.47
P26791,Chandigarh,Apartment,4105,5,4,8,7,15,Fully Furnished,"['Elevator', 'Gym', 'Garden', 'Power Backup', 'Security', 'Swimming Pool']",1.58,1,33535975.79
P59199,Jaipur,Apartment,4341,1,1,9,24,0,Semi Furnished,"['Garden', 'Gym', 'Elevator', 'Swimming Pool']",3.08,5,7890236
P49548,Ahmedabad,Villa,4956,3,3,6,7,19,Fully Furnished,"['Gym', 'Security', 'Swimming Pool', 'Elevator', 'Parking', 'Power Backup']",2.59,4,17567487.11
P97515,Hyderabad,Penthouse,1602,3,3,13,17,8,Semi Furnished,"['Garden', 'Gym', 'Security', 'Power Backup', 'Swimming Pool', 'Parking']",7.66,2,17008548.6
